Place,District,Month,Season,Weekend,Weather,Visitor_Count_Level,Visitor_Type,Foreign_Tourists,Kids_Visitors,Senior_Citizens,Business_Activity
Lonavala,Pune,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Medium
Pratapgad Fort,Satara,May,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,High
Ellora Caves,Aurangabad,July,Monsoon,No,Humid,Low,Students,No,Low,Low,High
Lonavala,Pune,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Low,Medium
Bhimashankar Temple,Pune,May,Summer,No,Humid,Low,Couples,No,Medium,High,High
Tarkarli Beach,Sindhudurg,August,Monsoon,No,Rainy,Low,Families,No,Low,Low,Medium
Gateway of India,Mumbai,July,Monsoon,No,Humid,Low,Students,No,Low,Low,Medium
Ajanta Caves,Aurangabad,April,Summer,Yes,Humid,Medium,Solo Travelers,Yes,High,Low,Low
Pratapgad Fort,Satara,September,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,High
Ellora Caves,Aurangabad,May,Summer,No,Hot,Low,Students,Yes,Medium,Low,Low
Shani Shingnapur,Ahmednagar,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,High,Medium
Aga Khan Palace,Pune,February,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,Medium
Ajanta Caves,Aurangabad,September,Monsoon,No,Rainy,Low,Couples,No,Low,Low,Medium
Elephanta Caves,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,Low,High
Ellora Caves,Aurangabad,May,Summer,Yes,Warm,Medium,Couples,Yes,High,Low,Low
Mahabaleshwar,Satara,June,Monsoon,No,Rainy,High,Families,No,Low,Low,Low
Matheran,Raigad,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Low
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,Low,Medium
Khandala,Pune,June,Monsoon,No,Rainy,High,Solo Travelers,No,Low,Low,High
Daulatabad Fort,Aurangabad,November,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,High
Raigad Fort,Raigad,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,Medium
Kaas Plateau,Satara,May,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,Low,High
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Low,Medium
Raigad Fort,Raigad,July,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,June,Monsoon,No,Humid,Low,Couples,No,Low,Low,Medium
Pratapgad Fort,Satara,February,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Medium
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Couples,Yes,Low,Low,Low
Shani Shingnapur,Ahmednagar,May,Summer,No,Humid,Low,Couples,No,Medium,High,High
Aga Khan Palace,Pune,November,Post-Monsoon,Yes,Clear,High,Couples,Yes,Medium,Low,High
Ellora Caves,Aurangabad,September,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Low
Raigad Fort,Raigad,May,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,High
Ellora Caves,Aurangabad,April,Summer,No,Humid,Low,Couples,Yes,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Hot,Medium,Solo Travelers,No,High,High,Low
Tarkarli Beach,Sindhudurg,August,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,Medium
Pratapgad Fort,Satara,October,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,Low,Medium
Mahabaleshwar,Satara,July,Monsoon,No,Rainy,High,Foreign Tourists,No,Low,Low,High
Shani Shingnapur,Ahmednagar,April,Summer,Yes,Warm,Medium,Solo Travelers,No,High,High,Low
Gateway of India,Mumbai,April,Summer,No,Hot,Low,Foreign Tourists,Yes,Medium,Low,Medium
Matheran,Raigad,January,Winter,Yes,Cool,High,Couples,No,Medium,Low,Low
Elephanta Caves,Mumbai,October,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,High
Ellora Caves,Aurangabad,September,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,High
Kaas Plateau,Satara,August,Monsoon,No,Rainy,Low,Students,No,Low,Low,High
Tarkarli Beach,Sindhudurg,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,High
Lonavala,Pune,June,Monsoon,No,Rainy,High,Couples,No,Low,Low,High
Bhimashankar Temple,Pune,June,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,High,Medium
Elephanta Caves,Mumbai,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Pratapgad Fort,Satara,August,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Mahabaleshwar,Satara,October,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,Low
Gateway of India,Mumbai,January,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,Medium
Daulatabad Fort,Aurangabad,December,Winter,No,Pleasant,Medium,Families,No,Low,Low,Low
Shirdi,Ahmednagar,July,Monsoon,No,Humid,Low,Families,No,Low,High,High
Panchgani,Satara,December,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Shirdi,Ahmednagar,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,High,Medium
Mahabaleshwar,Satara,September,Monsoon,Yes,Humid,High,Foreign Tourists,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,January,Winter,Yes,Pleasant,High,Couples,Yes,Medium,Low,Medium
Elephanta Caves,Mumbai,January,Winter,No,Pleasant,Medium,Families,Yes,Low,Low,Low
Pratapgad Fort,Satara,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Medium
Kaas Plateau,Satara,April,Summer,Yes,Hot,Medium,Foreign Tourists,No,High,Low,Medium
Elephanta Caves,Mumbai,April,Summer,Yes,Humid,Medium,Families,Yes,High,Low,Low
Elephanta Caves,Mumbai,April,Summer,Yes,Hot,Medium,Couples,Yes,High,Low,High
Pratapgad Fort,Satara,February,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Sindhudurg Fort,Sindhudurg,December,Winter,No,Pleasant,Medium,Students,No,Low,Low,Medium
Raigad Fort,Raigad,November,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,Medium
Khandala,Pune,August,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,High
Bhimashankar Temple,Pune,July,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,Medium
Trimbakeshwar Temple,Nashik,April,Summer,No,Hot,Low,Foreign Tourists,No,Medium,High,Medium
Sindhudurg Fort,Sindhudurg,May,Summer,Yes,Hot,Medium,Couples,No,High,Low,Low
Matheran,Raigad,June,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,September,Monsoon,Yes,Humid,Medium,Couples,No,Medium,High,Low
Khandala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,Low
Khandala,Pune,August,Monsoon,No,Humid,High,Solo Travelers,No,Low,Low,High
Gateway of India,Mumbai,June,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,High
Bhimashankar Temple,Pune,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,High,Low
Aga Khan Palace,Pune,January,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,High
Gateway of India,Mumbai,April,Summer,No,Hot,Low,Couples,Yes,Medium,Low,High
Bhimashankar Temple,Pune,March,Summer,Yes,Humid,Medium,Solo Travelers,No,High,High,High
Daulatabad Fort,Aurangabad,September,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,Low
Ajanta Caves,Aurangabad,March,Summer,Yes,Humid,Medium,Solo Travelers,Yes,High,Low,High
Shani Shingnapur,Ahmednagar,August,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Low
Khandala,Pune,August,Monsoon,Yes,Rainy,High,Couples,No,Medium,Low,Medium
Shirdi,Ahmednagar,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,High,Low
Shirdi,Ahmednagar,November,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,High,High
Ellora Caves,Aurangabad,July,Monsoon,No,Rainy,Low,Families,No,Low,Low,High
Kaas Plateau,Satara,August,Monsoon,No,Rainy,Low,Students,No,Low,Low,Low
Lonavala,Pune,June,Monsoon,Yes,Rainy,High,Couples,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,High,Low
Kaas Plateau,Satara,May,Summer,Yes,Warm,Medium,Couples,No,High,Low,Medium
Kaas Plateau,Satara,November,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,Low,High
Ajanta Caves,Aurangabad,May,Summer,No,Humid,Low,Solo Travelers,Yes,Medium,Low,Low
Panchgani,Satara,December,Winter,No,Cool,Medium,Families,No,Low,Low,Low
Trimbakeshwar Temple,Nashik,April,Summer,No,Warm,Low,Solo Travelers,No,Medium,High,High
Raigad Fort,Raigad,July,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,August,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,High,Low
Panchgani,Satara,July,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,February,Winter,No,Cool,Medium,Families,No,Low,Low,Low
Aga Khan Palace,Pune,June,Monsoon,No,Humid,Low,Couples,No,Low,Low,Low
Aga Khan Palace,Pune,February,Winter,No,Pleasant,Medium,Couples,Yes,Low,Low,High
Gateway of India,Mumbai,July,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,Medium
Shirdi,Ahmednagar,February,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,High,High
Panchgani,Satara,January,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,Medium
Panchgani,Satara,July,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,High
Elephanta Caves,Mumbai,February,Winter,Yes,Pleasant,High,Foreign Tourists,Yes,Medium,Low,High
Lonavala,Pune,March,Summer,No,Hot,Low,Students,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,September,Monsoon,No,Humid,Low,Solo Travelers,No,Low,High,Low
Khandala,Pune,July,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,October,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Elephanta Caves,Mumbai,February,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,High
Sindhudurg Fort,Sindhudurg,November,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,Low
Ajanta Caves,Aurangabad,April,Summer,No,Hot,Low,Students,Yes,Medium,Low,High
Panchgani,Satara,February,Winter,Yes,Pleasant,High,Families,No,Medium,Low,Low
Daulatabad Fort,Aurangabad,March,Summer,No,Warm,Low,Foreign Tourists,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,High,High
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,Yes,Low,Low,High
Pratapgad Fort,Satara,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Medium
Bhimashankar Temple,Pune,April,Summer,No,Hot,Low,Couples,No,Medium,High,Medium
Panchgani,Satara,December,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Medium
Pratapgad Fort,Satara,July,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,Low
Elephanta Caves,Mumbai,May,Summer,No,Humid,Low,Couples,Yes,Medium,Low,Low
Ajanta Caves,Aurangabad,September,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,Medium
Shirdi,Ahmednagar,May,Summer,Yes,Hot,Medium,Families,No,High,High,Medium
Raigad Fort,Raigad,March,Summer,No,Warm,Low,Families,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Gateway of India,Mumbai,August,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Elephanta Caves,Mumbai,September,Monsoon,No,Rainy,Low,Students,No,Low,Low,Medium
Ellora Caves,Aurangabad,January,Winter,No,Cool,Medium,Foreign Tourists,Yes,Low,Low,Low
Gateway of India,Mumbai,September,Monsoon,No,Humid,Low,Students,No,Low,Low,Low
Elephanta Caves,Mumbai,April,Summer,No,Humid,Low,Families,Yes,Medium,Low,High
Ajanta Caves,Aurangabad,December,Winter,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,High
Elephanta Caves,Mumbai,December,Winter,Yes,Cool,High,Families,Yes,Medium,Low,Medium
Aga Khan Palace,Pune,November,Post-Monsoon,No,Pleasant,Medium,Families,Yes,Low,Low,High
Ajanta Caves,Aurangabad,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Low,High
Pratapgad Fort,Satara,December,Winter,No,Pleasant,Medium,Students,No,Low,Low,Low
Mahabaleshwar,Satara,December,Winter,Yes,Cool,High,Students,No,Medium,Low,Low
Khandala,Pune,May,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,Low,High
Trimbakeshwar Temple,Nashik,April,Summer,No,Hot,Low,Foreign Tourists,No,Medium,High,Medium
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,High,High
Panchgani,Satara,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,Low
Gateway of India,Mumbai,September,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Low
Ajanta Caves,Aurangabad,February,Winter,No,Cool,Medium,Students,Yes,Low,Low,Medium
Aga Khan Palace,Pune,March,Summer,Yes,Humid,Medium,Students,Yes,High,Low,Low
Panchgani,Satara,April,Summer,No,Hot,Low,Foreign Tourists,No,Medium,Low,High
Lonavala,Pune,March,Summer,No,Humid,Low,Families,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Medium
Kaas Plateau,Satara,April,Summer,No,Hot,Low,Students,No,Medium,Low,Low
Raigad Fort,Raigad,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Low
Lonavala,Pune,October,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,June,Monsoon,No,Humid,Low,Families,No,Low,High,Medium
Ellora Caves,Aurangabad,March,Summer,Yes,Humid,Medium,Students,Yes,High,Low,Low
Ajanta Caves,Aurangabad,May,Summer,Yes,Hot,Medium,Families,Yes,High,Low,Low
Matheran,Raigad,May,Summer,Yes,Humid,Medium,Couples,No,High,Low,Low
Shirdi,Ahmednagar,August,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,High,High
Daulatabad Fort,Aurangabad,April,Summer,Yes,Humid,Medium,Families,No,High,Low,Medium
Elephanta Caves,Mumbai,May,Summer,No,Hot,Low,Foreign Tourists,Yes,Medium,Low,Low
Ajanta Caves,Aurangabad,October,Post-Monsoon,Yes,Clear,High,Students,Yes,Medium,Low,High
Ellora Caves,Aurangabad,December,Winter,Yes,Pleasant,High,Families,Yes,Medium,Low,Medium
Daulatabad Fort,Aurangabad,December,Winter,Yes,Cool,High,Couples,No,Medium,Low,Medium
Mahabaleshwar,Satara,May,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,Medium
Pratapgad Fort,Satara,October,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,Low,High
Lonavala,Pune,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,Medium
Khandala,Pune,December,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,High
Tarkarli Beach,Sindhudurg,June,Monsoon,No,Rainy,Low,Students,No,Low,Low,Low
Ellora Caves,Aurangabad,August,Monsoon,No,Rainy,Low,Couples,No,Low,Low,Low
Tarkarli Beach,Sindhudurg,August,Monsoon,No,Rainy,Low,Families,No,Low,Low,Low
Lonavala,Pune,August,Monsoon,No,Rainy,High,Families,No,Low,Low,Low
Shani Shingnapur,Ahmednagar,February,Winter,Yes,Pleasant,High,Couples,No,Medium,High,Medium
Aga Khan Palace,Pune,March,Summer,Yes,Humid,Medium,Foreign Tourists,Yes,High,Low,Medium
Ellora Caves,Aurangabad,January,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,High
Gateway of India,Mumbai,July,Monsoon,No,Humid,Low,Couples,No,Low,Low,Medium
Ellora Caves,Aurangabad,March,Summer,No,Warm,Low,Couples,Yes,Medium,Low,Low
Daulatabad Fort,Aurangabad,September,Monsoon,No,Humid,Low,Couples,No,Low,Low,High
Elephanta Caves,Mumbai,July,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Medium
Mahabaleshwar,Satara,June,Monsoon,No,Rainy,High,Students,No,Low,Low,Low
Aga Khan Palace,Pune,February,Winter,No,Cool,Medium,Couples,Yes,Low,Low,High
Shirdi,Ahmednagar,November,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,High,High
Shani Shingnapur,Ahmednagar,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,High,Medium
Aga Khan Palace,Pune,January,Winter,No,Cool,Medium,Students,Yes,Low,Low,Medium
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,Yes,Medium,Low,High
Daulatabad Fort,Aurangabad,April,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,Medium
Ellora Caves,Aurangabad,May,Summer,Yes,Hot,Medium,Families,Yes,High,Low,Low
Pratapgad Fort,Satara,January,Winter,Yes,Cool,High,Couples,No,Medium,Low,Low
Kaas Plateau,Satara,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,High
Matheran,Raigad,November,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,Low
Trimbakeshwar Temple,Nashik,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,High,High
Khandala,Pune,January,Winter,No,Cool,Medium,Families,No,Low,Low,Low
Pratapgad Fort,Satara,December,Winter,No,Cool,Medium,Students,No,Low,Low,Low
Gateway of India,Mumbai,August,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,High
Lonavala,Pune,December,Winter,No,Cool,Medium,Students,No,Low,Low,High
Raigad Fort,Raigad,September,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Low
Ellora Caves,Aurangabad,April,Summer,Yes,Hot,Medium,Couples,Yes,High,Low,Low
Pratapgad Fort,Satara,October,Post-Monsoon,No,Clear,Medium,Solo Travelers,No,Low,Low,High
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,High,Medium
Elephanta Caves,Mumbai,April,Summer,No,Humid,Low,Students,Yes,Medium,Low,Medium
Daulatabad Fort,Aurangabad,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,Medium
Lonavala,Pune,November,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Medium
Pratapgad Fort,Satara,September,Monsoon,No,Rainy,Low,Students,No,Low,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,No,Clear,Medium,Solo Travelers,Yes,Low,Low,High
Matheran,Raigad,February,Winter,No,Cool,Medium,Families,No,Low,Low,Medium
Elephanta Caves,Mumbai,March,Summer,No,Hot,Low,Families,Yes,Medium,Low,Low
Shani Shingnapur,Ahmednagar,November,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,High,Medium
Shirdi,Ahmednagar,July,Monsoon,No,Humid,Low,Couples,No,Low,High,Medium
Mahabaleshwar,Satara,May,Summer,Yes,Hot,Medium,Couples,No,High,Low,High
Sindhudurg Fort,Sindhudurg,November,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,Low
Lonavala,Pune,May,Summer,Yes,Hot,Medium,Solo Travelers,No,High,Low,Medium
Khandala,Pune,October,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,Low,Low
Shirdi,Ahmednagar,September,Monsoon,Yes,Humid,Medium,Couples,No,Medium,High,High
Khandala,Pune,April,Summer,No,Warm,Low,Students,No,Medium,Low,High
Pratapgad Fort,Satara,January,Winter,No,Cool,Medium,Students,No,Low,Low,Medium
Pratapgad Fort,Satara,April,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,July,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Low
Panchgani,Satara,September,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Ajanta Caves,Aurangabad,April,Summer,No,Warm,Low,Foreign Tourists,Yes,Medium,Low,Medium
Daulatabad Fort,Aurangabad,June,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,High
Panchgani,Satara,October,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Khandala,Pune,September,Monsoon,No,Humid,High,Solo Travelers,No,Low,Low,Medium
Shani Shingnapur,Ahmednagar,September,Monsoon,No,Humid,Low,Students,No,Low,High,High
Kaas Plateau,Satara,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,August,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,High
Ajanta Caves,Aurangabad,April,Summer,Yes,Humid,Medium,Families,Yes,High,Low,Low
Matheran,Raigad,April,Summer,Yes,Humid,Medium,Families,No,High,Low,High
Ajanta Caves,Aurangabad,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Shirdi,Ahmednagar,May,Summer,Yes,Humid,Medium,Families,No,High,High,High
Pratapgad Fort,Satara,September,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,January,Winter,Yes,Cool,High,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,High
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Panchgani,Satara,February,Winter,Yes,Cool,High,Couples,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,August,Monsoon,No,Rainy,Low,Couples,No,Low,High,Medium
Shirdi,Ahmednagar,September,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Low
Khandala,Pune,October,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Bhimashankar Temple,Pune,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,High,Medium
Aga Khan Palace,Pune,November,Post-Monsoon,No,Clear,Medium,Solo Travelers,Yes,Low,Low,Low
Ajanta Caves,Aurangabad,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,Yes,Medium,Low,Low
Bhimashankar Temple,Pune,February,Winter,No,Pleasant,Medium,Couples,No,Low,High,High
Tarkarli Beach,Sindhudurg,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Mahabaleshwar,Satara,September,Monsoon,Yes,Humid,High,Solo Travelers,No,Medium,Low,High
Kaas Plateau,Satara,October,Post-Monsoon,No,Pleasant,Medium,Families,No,Low,Low,Medium
Raigad Fort,Raigad,January,Winter,Yes,Cool,High,Students,No,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,April,Summer,Yes,Hot,Medium,Students,No,High,High,High
Trimbakeshwar Temple,Nashik,July,Monsoon,No,Humid,Low,Students,No,Low,High,Low
Aga Khan Palace,Pune,November,Post-Monsoon,No,Clear,Medium,Students,Yes,Low,Low,High
Gateway of India,Mumbai,January,Winter,No,Cool,Medium,Solo Travelers,Yes,Low,Low,Medium
Raigad Fort,Raigad,December,Winter,Yes,Cool,High,Couples,No,Medium,Low,Medium
Bhimashankar Temple,Pune,August,Monsoon,Yes,Rainy,Medium,Students,No,Medium,High,Medium
Bhimashankar Temple,Pune,November,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,High,Medium
Tarkarli Beach,Sindhudurg,March,Summer,No,Hot,Low,Families,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,High,High
Bhimashankar Temple,Pune,January,Winter,No,Pleasant,Medium,Families,No,Low,High,Medium
Tarkarli Beach,Sindhudurg,May,Summer,Yes,Humid,Medium,Foreign Tourists,No,High,Low,Medium
Shani Shingnapur,Ahmednagar,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,High,High
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,December,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,March,Summer,No,Warm,Low,Students,No,Medium,High,Medium
Elephanta Caves,Mumbai,December,Winter,Yes,Cool,High,Families,Yes,Medium,Low,High
Elephanta Caves,Mumbai,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,High
Mahabaleshwar,Satara,October,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Daulatabad Fort,Aurangabad,April,Summer,No,Humid,Low,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,September,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,High
